"NETWORK","IDENTIFIER","HOSTNAME","LOCATION","LAT","LON"
"205.174.156.32/27","IAD1","customer.iad1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.156.64/27","IAD1","customer.iad1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.156.96/27","IAD1","customer.iad1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.156.128/27","IAD1","customer.iad1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.156.160/27","IAD1","customer.iad1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.156.192/27","IAD1","customer.iad1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.156.224/27","IAD1","customer.iad1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.157.0/27","IAD2","customer.iad2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.157.32/27","IAD2","customer.iad2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.157.64/27","IAD2","customer.iad2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.157.96/27","IAD2","customer.iad2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.157.128/27","IAD2","customer.iad2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.157.160/27","IAD2","customer.iad2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.157.192/27","IAD2","customer.iad2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"205.174.157.224/27","IAD2","customer.iad2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.0/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.0/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.32/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.32/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.64/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.64/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.96/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.96/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.128/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.128/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.160/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.160/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.192/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.192/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.224/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.6.224/27","LGA1","customer.lga1.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.7.0/27","LGA2","customer.lga2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.7.32/27","LGA2","customer.lga2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.7.64/27","LGA2","customer.lga2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.7.96/27","LGA2","customer.lga2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.7.128/27","LGA2","customer.lga2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.7.160/27","LGA2","customer.lga2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.7.192/27","LGA2","customer.lga2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"143.131.7.224/27","LGA2","customer.lga2.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.230.0/27","LGA3","customer.lga3.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.230.32/27","LGA3","customer.lga3.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.230.64/27","LGA3","customer.lga3.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.230.96/27","LGA3","customer.lga3.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.230.128/27","LGA3","customer.lga3.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.230.160/27","LGA3","customer.lga3.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.230.192/27","LGA3","customer.lga3.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.230.224/27","LGA3","customer.lga3.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.231.0/27","LGA4","customer.lga4.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.231.32/27","LGA4","customer.lga4.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.231.64/27","LGA4","customer.lga4.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.231.96/27","LGA4","customer.lga4.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.231.128/27","LGA4","customer.lga4.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.231.160/27","LGA4","customer.lga4.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.231.192/27","LGA4","customer.lga4.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.231.224/27","LGA4","customer.lga4.mc.starlinkisp.net.","New York - United States","40.7143","-74.006"
"206.214.236.0/27","SJC3","customer.sjc3.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.236.32/27","SJC3","customer.sjc3.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.236.64/27","SJC3","customer.sjc3.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.236.96/27","SJC3","customer.sjc3.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.236.128/27","SJC3","customer.sjc3.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.236.160/27","SJC3","customer.sjc3.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.236.192/27","SJC3","customer.sjc3.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.236.224/27","SJC3","customer.sjc3.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.237.0/27","SJC4","customer.sjc4.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.237.32/27","SJC4","customer.sjc4.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.237.64/27","SJC4","customer.sjc4.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.237.96/27","SJC4","customer.sjc4.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.237.128/27","SJC4","customer.sjc4.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.237.160/27","SJC4","customer.sjc4.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.237.192/27","SJC4","customer.sjc4.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"206.214.237.224/27","SJC4","customer.sjc4.mc.starlinkisp.net.","San Jose - United States","37.3394","-121.895"
"149.19.160.0/27","SCL1","customer.scl1.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.160.32/27","SCL1","customer.scl1.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.160.64/27","SCL1","customer.scl1.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.160.96/27","SCL1","customer.scl1.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.160.128/27","SCL1","customer.scl1.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.160.160/27","SCL1","customer.scl1.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.160.192/27","SCL1","customer.scl1.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.160.224/27","SCL1","customer.scl1.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.161.0/27","SCL2","customer.scl2.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.161.32/27","SCL2","customer.scl2.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.161.64/27","SCL2","customer.scl2.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.161.96/27","SCL2","customer.scl2.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.161.128/27","SCL2","customer.scl2.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.161.160/27","SCL2","customer.scl2.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.161.192/27","SCL2","customer.scl2.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"149.19.161.224/27","SCL2","customer.scl2.mc.starlinkisp.net.","Santiago - Chile","-33.357991","-70.67626"
"206.214.224.0/27","LAX","customer.lax.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.224.32/27","LAX","customer.lax.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.224.64/27","LAX","customer.lax.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.224.96/27","LAX","customer.lax.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.224.128/27","LAX","customer.lax.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.224.160/27","LAX","customer.lax.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.224.192/27","LAX","customer.lax.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.224.224/27","LAX","customer.lax.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.225.0/27","RESERVED","customer.reserved.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.225.32/27","RESERVED","customer.reserved.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.225.64/27","RESERVED","customer.reserved.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.225.96/27","RESERVED","customer.reserved.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.225.128/27","RESERVED","customer.reserved.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.225.160/27","RESERVED","customer.reserved.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.225.192/27","RESERVED","customer.reserved.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.225.224/27","RESERVED","customer.reserved.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.2.0/27","SEA1","customer.sea1.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.2.32/27","SEA1","customer.sea1.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.2.64/27","SEA1","customer.sea1.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.2.96/27","SEA1","customer.sea1.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.2.128/27","SEA1","customer.sea1.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.2.160/27","SEA1","customer.sea1.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.2.192/27","SEA1","customer.sea1.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.2.224/27","SEA1","customer.sea1.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.3.0/27","SEA2","customer.sea2.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.3.32/27","SEA2","customer.sea2.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.3.64/27","SEA2","customer.sea2.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.3.96/27","SEA2","customer.sea2.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.3.128/27","SEA2","customer.sea2.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.3.160/27","SEA2","customer.sea2.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.3.192/27","SEA2","customer.sea2.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"143.131.3.224/27","SEA2","customer.sea2.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.234.0/27","SEA3","customer.sea3.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.234.32/27","SEA3","customer.sea3.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.234.64/27","SEA3","customer.sea3.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.234.96/27","SEA3","customer.sea3.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.234.128/27","SEA3","customer.sea3.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.234.160/27","SEA3","customer.sea3.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.234.192/27","SEA3","customer.sea3.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.234.224/27","SEA3","customer.sea3.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.235.0/27","SEA4","customer.sea4.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.235.32/27","SEA4","customer.sea4.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.235.64/27","SEA4","customer.sea4.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.235.96/27","SEA4","customer.sea4.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.235.128/27","SEA4","customer.sea4.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.235.160/27","SEA4","customer.sea4.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.235.192/27","SEA4","customer.sea4.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.235.224/27","SEA4","customer.sea4.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.232.0/27","SEA5","customer.sea5.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.232.32/27","SEA5","customer.sea5.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.232.64/27","SEA5","customer.sea5.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.232.96/27","SEA5","customer.sea5.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.232.128/27","SEA5","customer.sea5.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.232.160/27","SEA5","customer.sea5.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.232.192/27","SEA5","customer.sea5.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.232.224/27","SEA5","customer.sea5.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.233.0/27","SEA6","customer.sea6.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.233.32/27","SEA6","customer.sea6.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.233.64/27","SEA6","customer.sea6.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.233.96/27","SEA6","customer.sea6.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.233.128/27","SEA6","customer.sea6.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.233.160/27","SEA6","customer.sea6.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.233.192/27","SEA6","customer.sea6.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"206.214.233.224/27","SEA6","customer.sea6.mc.starlinkisp.net.","Seattle - United States","47.6062","-122.3321"
"217.65.136.0/27","SOF1","customer.sof1.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.136.32/27","SOF1","customer.sof1.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.136.64/27","SOF1","customer.sof1.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.136.96/27","SOF1","customer.sof1.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.136.128/27","SOF1","customer.sof1.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.136.160/27","SOF1","customer.sof1.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.136.192/27","SOF1","customer.sof1.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.136.224/27","SOF1","customer.sof1.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.137.0/27","SOF2","customer.sof2.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.137.32/27","SOF2","customer.sof2.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.137.64/27","SOF2","customer.sof2.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.137.96/27","SOF2","customer.sof2.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.137.128/27","SOF2","customer.sof2.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.137.160/27","SOF2","customer.sof2.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.137.192/27","SOF2","customer.sof2.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"217.65.137.224/27","SOF2","customer.sof2.mc.starlinkisp.net.","Sofia - Bulgaria","42.655508","23.372817"
"103.152.126.0/27","SYD1","customer.syd1.mc.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.126.32/27","SYD1","customer.syd1.mc.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.126.64/27","SYD1","customer.syd1.mc.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.126.96/27","SYD1","customer.syd1.mc.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.126.128/27","SYD1","customer.syd1.mc.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.126.160/27","SYD1","customer.syd1.mc.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.126.192/27","SYD1","customer.syd1.mc.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.126.224/27","SYD1","customer.syd1.mc.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.127.0/27","SYD2","customer.syd2.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.127.32/27","SYD2","customer.syd2.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.127.64/27","SYD2","customer.syd2.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.127.96/27","SYD2","customer.syd2.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.127.128/27","SYD2","customer.syd2.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.127.160/27","SYD2","customer.syd2.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.127.192/27","SYD2","customer.syd2.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
"103.152.127.224/27","SYD2","customer.syd2.starlinkisp.net.","Sydney - Australia","-33.8678","151.2073"
